Country/Region,Date,Total Number of Cases
United Kingdom,2/20/2020,0
United Kingdom,2/21/2020,0
United Kingdom,2/22/2020,0
United Kingdom,2/23/2020,0
United Kingdom,2/24/2020,0
United Kingdom,2/25/2020,0
United Kingdom,2/26/2020,0
United Kingdom,2/27/2020,0
United Kingdom,2/28/2020,0
United Kingdom,2/29/2020,0
United Kingdom,3/1/2020,0
United Kingdom,3/2/2020,0
United Kingdom,3/3/2020,0
United Kingdom,3/4/2020,0
United Kingdom,3/5/2020,0
United Kingdom,3/6/2020,0
United Kingdom,3/7/2020,0
United Kingdom,3/8/2020,0
United Kingdom,3/9/2020,0
United Kingdom,3/10/2020,0
United Kingdom,3/11/2020,0
United Kingdom,3/12/2020,0
United Kingdom,3/13/2020,1
United Kingdom,3/14/2020,1
United Kingdom,3/15/2020,1
United Kingdom,3/16/2020,1
United Kingdom,3/17/2020,1
United Kingdom,3/18/2020,1
United Kingdom,3/19/2020,3
United Kingdom,3/20/2020,3
United Kingdom,3/21/2020,3
United Kingdom,3/22/2020,3
United Kingdom,3/23/2020,5
United Kingdom,3/24/2020,6
United Kingdom,3/25/2020,8
United Kingdom,3/26/2020,8
United Kingdom,3/27/2020,8
United Kingdom,3/28/2020,8
United Kingdom,3/29/2020,8
United Kingdom,3/30/2020,12
United Kingdom,3/31/2020,14
United Kingdom,4/1/2020,22
United Kingdom,4/2/2020,28
United Kingdom,4/3/2020,28
United Kingdom,4/4/2020,35
United Kingdom,4/5/2020,35
United Kingdom,4/6/2020,39
United Kingdom,4/7/2020,45
United Kingdom,4/8/2020,45
United Kingdom,4/9/2020,45
United Kingdom,4/10/2020,45
United Kingdom,4/11/2020,45
United Kingdom,4/12/2020,53
United Kingdom,4/13/2020,53
United Kingdom,4/14/2020,54
United Kingdom,4/15/2020,54
United Kingdom,4/16/2020,60
United Kingdom,4/17/2020,61
United Kingdom,4/18/2020,61
United Kingdom,4/19/2020,61
United Kingdom,4/20/2020,66
United Kingdom,4/21/2020,66
United Kingdom,4/22/2020,66
United Kingdom,4/23/2020,66
United Kingdom,4/24/2020,70
United Kingdom,4/25/2020,70
United Kingdom,4/26/2020,70
United Kingdom,4/27/2020,70
United Kingdom,4/28/2020,70
United Kingdom,4/29/2020,73
United Kingdom,4/30/2020,73
United Kingdom,5/1/2020,74
United Kingdom,5/2/2020,74
United Kingdom,5/3/2020,74
United Kingdom,5/4/2020,75
United Kingdom,5/5/2020,78
United Kingdom,5/6/2020,78
United Kingdom,5/7/2020,80
United Kingdom,5/8/2020,81
United Kingdom,5/9/2020,81
United Kingdom,5/10/2020,81
United Kingdom,5/11/2020,84
United Kingdom,5/12/2020,85
United Kingdom,5/13/2020,86
United Kingdom,5/14/2020,93
United Kingdom,5/15/2020,94
United Kingdom,5/16/2020,94
United Kingdom,5/17/2020,94
United Kingdom,5/18/2020,94
United Kingdom,5/19/2020,111
United Kingdom,5/20/2020,111
United Kingdom,5/21/2020,121
United Kingdom,5/22/2020,129
United Kingdom,5/23/2020,129
United Kingdom,5/24/2020,129
United Kingdom,5/25/2020,134
United Kingdom,5/26/2020,137
United Kingdom,5/27/2020,140
United Kingdom,5/28/2020,140
United Kingdom,5/29/2020,141
United Kingdom,5/30/2020,141
United Kingdom,5/31/2020,141
United Kingdom,6/1/2020,150
United Kingdom,6/2/2020,151
United Kingdom,6/3/2020,156
United Kingdom,6/4/2020,160
United Kingdom,6/5/2020,164
United Kingdom,6/6/2020,164
United Kingdom,6/7/2020,164
United Kingdom,6/8/2020,171
United Kingdom,6/9/2020,176
United Kingdom,6/10/2020,180
United Kingdom,6/11/2020,186
United Kingdom,6/12/2020,187
United Kingdom,6/13/2020,187
United Kingdom,6/14/2020,187
United Kingdom,6/15/2020,187
United Kingdom,6/16/2020,193
United Kingdom,6/17/2020,193
United Kingdom,6/18/2020,193
United Kingdom,6/19/2020,195
United Kingdom,6/20/2020,195
United Kingdom,6/21/2020,195
United Kingdom,6/22/2020,195
United Kingdom,6/23/2020,195
United Kingdom,6/24/2020,196
United Kingdom,6/25/2020,196
United Kingdom,6/26/2020,196
United Kingdom,6/27/2020,196
United Kingdom,6/28/2020,196
United Kingdom,6/29/2020,199
United Kingdom,6/30/2020,200
United Kingdom,7/1/2020,201
United Kingdom,7/2/2020,201
United Kingdom,7/3/2020,201
United Kingdom,7/4/2020,201
United Kingdom,7/5/2020,201
United Kingdom,7/6/2020,201
United Kingdom,7/7/2020,201
United Kingdom,7/8/2020,201
United Kingdom,7/9/2020,201
United Kingdom,7/10/2020,201
United Kingdom,7/11/2020,201
United Kingdom,7/12/2020,201
United Kingdom,7/13/2020,203
United Kingdom,7/14/2020,203
United Kingdom,7/15/2020,203
United Kingdom,7/16/2020,203
United Kingdom,7/17/2020,203
United Kingdom,7/18/2020,203
United Kingdom,7/19/2020,203
United Kingdom,7/20/2020,203
United Kingdom,7/21/2020,203
United Kingdom,7/22/2020,203
United Kingdom,7/23/2020,203
United Kingdom,7/24/2020,203
United Kingdom,7/25/2020,203
United Kingdom,7/26/2020,203
United Kingdom,7/27/2020,203
United Kingdom,7/28/2020,203
United Kingdom,7/29/2020,203
United Kingdom,7/30/2020,203
United Kingdom,7/31/2020,203
United Kingdom,1/22/2020,0
United Kingdom,1/23/2020,0
United Kingdom,1/24/2020,0
United Kingdom,1/25/2020,0
United Kingdom,1/26/2020,0
United Kingdom,1/27/2020,0
United Kingdom,1/28/2020,0
United Kingdom,1/29/2020,0
United Kingdom,1/30/2020,0
United Kingdom,1/31/2020,0
United Kingdom,2/1/2020,0
United Kingdom,2/2/2020,0
United Kingdom,2/3/2020,0
United Kingdom,2/4/2020,0
United Kingdom,2/5/2020,0
United Kingdom,2/6/2020,0
United Kingdom,2/7/2020,0
United Kingdom,2/8/2020,0
United Kingdom,2/9/2020,0
United Kingdom,2/10/2020,0
United Kingdom,2/11/2020,0
United Kingdom,2/12/2020,0
United Kingdom,2/13/2020,0
United Kingdom,2/14/2020,0
United Kingdom,2/15/2020,0
United Kingdom,2/16/2020,0
United Kingdom,2/17/2020,0
United Kingdom,2/18/2020,0
United Kingdom,2/19/2020,0
United Kingdom,2/20/2020,0
United Kingdom,2/21/2020,0
United Kingdom,2/22/2020,0
United Kingdom,2/23/2020,0
United Kingdom,2/24/2020,0
United Kingdom,2/25/2020,0
United Kingdom,2/26/2020,0
United Kingdom,2/27/2020,0
United Kingdom,2/28/2020,0
United Kingdom,2/29/2020,0
United Kingdom,3/1/2020,0
United Kingdom,3/2/2020,0
United Kingdom,3/3/2020,0
United Kingdom,3/4/2020,0
United Kingdom,3/5/2020,0
United Kingdom,3/6/2020,0
United Kingdom,3/7/2020,0
United Kingdom,3/8/2020,0
United Kingdom,3/9/2020,0
United Kingdom,3/10/2020,1
United Kingdom,3/11/2020,2
United Kingdom,3/12/2020,2
United Kingdom,3/13/2020,2
United Kingdom,3/14/2020,2
United Kingdom,3/15/2020,3
United Kingdom,3/16/2020,6
United Kingdom,3/17/2020,6
United Kingdom,3/18/2020,6
United Kingdom,3/19/2020,11
United Kingdom,3/20/2020,14
United Kingdom,3/21/2020,32
United Kingdom,3/22/2020,32
United Kingdom,3/23/2020,36
United Kingdom,3/24/2020,36
United Kingdom,3/25/2020,46
United Kingdom,3/26/2020,66
United Kingdom,3/27/2020,88
United Kingdom,3/28/2020,97
United Kingdom,3/29/2020,108
United Kingdom,3/30/2020,141
United Kingdom,3/31/2020,141
United Kingdom,4/1/2020,172
United Kingdom,4/2/2020,193
United Kingdom,4/3/2020,232
United Kingdom,4/4/2020,262
United Kingdom,4/5/2020,309
United Kingdom,4/6/2020,323
United Kingdom,4/7/2020,335
United Kingdom,4/8/2020,351
United Kingdom,4/9/2020,361
United Kingdom,4/10/2020,398
United Kingdom,4/11/2020,407
United Kingdom,4/12/2020,431
United Kingdom,4/13/2020,436
United Kingdom,4/14/2020,440
United Kingdom,4/15/2020,447
United Kingdom,4/16/2020,457
United Kingdom,4/17/2020,470
United Kingdom,4/18/2020,484
United Kingdom,4/19/2020,488
United Kingdom,4/20/2020,488
United Kingdom,4/21/2020,496
United Kingdom,4/22/2020,498
United Kingdom,4/23/2020,521
United Kingdom,4/24/2020,523
United Kingdom,4/25/2020,525
United Kingdom,4/26/2020,525
United Kingdom,4/27/2020,525
United Kingdom,4/28/2020,530
United Kingdom,4/29/2020,537
United Kingdom,4/30/2020,537
United Kingdom,5/1/2020,538
United Kingdom,5/2/2020,543
United Kingdom,5/3/2020,544
United Kingdom,5/4/2020,544
United Kingdom,5/5/2020,545
United Kingdom,5/6/2020,545
United Kingdom,5/7/2020,545
United Kingdom,5/8/2020,545
United Kingdom,5/9/2020,545
United Kingdom,5/10/2020,545
United Kingdom,5/11/2020,546
United Kingdom,5/12/2020,547
United Kingdom,5/13/2020,548
United Kingdom,5/14/2020,549
United Kingdom,5/15/2020,549
United Kingdom,5/16/2020,554
United Kingdom,5/17/2020,554
United Kingdom,5/18/2020,555
United Kingdom,5/19/2020,555
United Kingdom,5/20/2020,558
United Kingdom,5/21/2020,558
United Kingdom,5/22/2020,558
United Kingdom,5/23/2020,558
United Kingdom,5/24/2020,558
United Kingdom,5/25/2020,559
United Kingdom,5/26/2020,559
United Kingdom,5/27/2020,560
United Kingdom,5/28/2020,560
United Kingdom,5/29/2020,560
United Kingdom,5/30/2020,560
United Kingdom,5/31/2020,560
United Kingdom,6/1/2020,560
United Kingdom,6/2/2020,560
United Kingdom,6/3/2020,561
United Kingdom,6/4/2020,561
United Kingdom,6/5/2020,561
United Kingdom,6/6/2020,563
United Kingdom,6/7/2020,563
United Kingdom,6/8/2020,564
United Kingdom,6/9/2020,565
United Kingdom,6/10/2020,565
United Kingdom,6/11/2020,565
United Kingdom,6/12/2020,565
United Kingdom,6/13/2020,565
United Kingdom,6/14/2020,565
United Kingdom,6/15/2020,568
United Kingdom,6/16/2020,568
United Kingdom,6/17/2020,570
United Kingdom,6/18/2020,570
United Kingdom,6/19/2020,570
United Kingdom,6/20/2020,570
United Kingdom,6/21/2020,570
United Kingdom,6/22/2020,570
United Kingdom,6/23/2020,570
United Kingdom,6/24/2020,571
United Kingdom,6/25/2020,571
United Kingdom,6/26/2020,571
United Kingdom,6/27/2020,571
United Kingdom,6/28/2020,571
United Kingdom,6/29/2020,571
United Kingdom,6/30/2020,571
United Kingdom,7/1/2020,571
United Kingdom,7/2/2020,571
United Kingdom,7/3/2020,571
United Kingdom,7/4/2020,571
United Kingdom,7/5/2020,571
United Kingdom,7/6/2020,577
United Kingdom,7/7/2020,577
United Kingdom,7/8/2020,577
United Kingdom,7/9/2020,577
United Kingdom,7/10/2020,577
United Kingdom,7/11/2020,577
United Kingdom,7/12/2020,577
United Kingdom,7/13/2020,581
United Kingdom,7/14/2020,581
United Kingdom,7/15/2020,581
United Kingdom,7/16/2020,583
United Kingdom,7/17/2020,583
United Kingdom,7/18/2020,583
United Kingdom,7/19/2020,583
United Kingdom,7/20/2020,583
United Kingdom,7/21/2020,583
United Kingdom,7/22/2020,583
United Kingdom,7/23/2020,583
United Kingdom,7/24/2020,584
United Kingdom,7/25/2020,584
United Kingdom,7/26/2020,584
United Kingdom,7/27/2020,584
United Kingdom,7/28/2020,587
United Kingdom,7/29/2020,587
United Kingdom,7/30/2020,587
United Kingdom,7/31/2020,587
United Kingdom,1/22/2020,0
United Kingdom,1/23/2020,0
United Kingdom,1/24/2020,0
United Kingdom,1/25/2020,0
United Kingdom,1/26/2020,0
United Kingdom,1/27/2020,0
United Kingdom,1/28/2020,0
United Kingdom,1/29/2020,0
United Kingdom,1/30/2020,0
United Kingdom,1/31/2020,0
United Kingdom,2/1/2020,0
United Kingdom,2/2/2020,0
United Kingdom,2/3/2020,0
United Kingdom,2/4/2020,0
United Kingdom,2/5/2020,0
United Kingdom,2/6/2020,0
United Kingdom,2/7/2020,0
United Kingdom,2/8/2020,0
United Kingdom,2/9/2020,0
United Kingdom,2/10/2020,0
United Kingdom,2/11/2020,0
United Kingdom,2/12/2020,0
United Kingdom,2/13/2020,0
United Kingdom,2/14/2020,0
United Kingdom,2/15/2020,0
United Kingdom,2/16/2020,0
United Kingdom,2/17/2020,0
United Kingdom,2/18/2020,0
United Kingdom,2/19/2020,0
United Kingdom,2/20/2020,0
United Kingdom,2/21/2020,0
United Kingdom,2/22/2020,0
United Kingdom,2/23/2020,0
United Kingdom,2/24/2020,0
United Kingdom,2/25/2020,0
United Kingdom,2/26/2020,0
United Kingdom,2/27/2020,0
United Kingdom,2/28/2020,0
United Kingdom,2/29/2020,0
United Kingdom,3/1/2020,0
United Kingdom,3/2/2020,0
United Kingdom,3/3/2020,0
United Kingdom,3/4/2020,1
United Kingdom,3/5/2020,1
United Kingdom,3/6/2020,1
United Kingdom,3/7/2020,1
United Kingdom,3/8/2020,1
United Kingdom,3/9/2020,1
United Kingdom,3/10/2020,1
United Kingdom,3/11/2020,1
United Kingdom,3/12/2020,1
United Kingdom,3/13/2020,1
United Kingdom,3/14/2020,1
United Kingdom,3/15/2020,1
United Kingdom,3/16/2020,1
United Kingdom,3/17/2020,3
United Kingdom,3/18/2020,8
United Kingdom,3/19/2020,10
United Kingdom,3/20/2020,10
United Kingdom,3/21/2020,10
United Kingdom,3/22/2020,15
United Kingdom,3/23/2020,15
United Kingdom,3/24/2020,15
United Kingdom,3/25/2020,26
United Kingdom,3/26/2020,35
United Kingdom,3/27/2020,55
United Kingdom,3/28/2020,56
United Kingdom,3/29/2020,65
United Kingdom,3/30/2020,69
United Kingdom,3/31/2020,69
United Kingdom,4/1/2020,81
United Kingdom,4/2/2020,88
United Kingdom,4/3/2020,95
United Kingdom,4/4/2020,98
United Kingdom,4/5/2020,103
United Kingdom,4/6/2020,109
United Kingdom,4/7/2020,113
United Kingdom,4/8/2020,120
United Kingdom,4/9/2020,123
United Kingdom,4/10/2020,127
United Kingdom,4/11/2020,129
United Kingdom,4/12/2020,129
United Kingdom,4/13/2020,129
United Kingdom,4/14/2020,129
United Kingdom,4/15/2020,131
United Kingdom,4/16/2020,131
United Kingdom,4/17/2020,132
United Kingdom,4/18/2020,132
United Kingdom,4/19/2020,132
United Kingdom,4/20/2020,132
United Kingdom,4/21/2020,132
United Kingdom,4/22/2020,132
United Kingdom,4/23/2020,133
United Kingdom,4/24/2020,133
United Kingdom,4/25/2020,136
United Kingdom,4/26/2020,141
United Kingdom,4/27/2020,141
United Kingdom,4/28/2020,141
United Kingdom,4/29/2020,141
United Kingdom,4/30/2020,144
United Kingdom,5/1/2020,144
United Kingdom,5/2/2020,144
United Kingdom,5/3/2020,144
United Kingdom,5/4/2020,144
United Kingdom,5/5/2020,144
United Kingdom,5/6/2020,144
United Kingdom,5/7/2020,144
United Kingdom,5/8/2020,146
United Kingdom,5/9/2020,146
United Kingdom,5/10/2020,146
United Kingdom,5/11/2020,147
United Kingdom,5/12/2020,148
United Kingdom,5/13/2020,147
United Kingdom,5/14/2020,147
United Kingdom,5/15/2020,147
United Kingdom,5/16/2020,147
United Kingdom,5/17/2020,147
United Kingdom,5/18/2020,147
United Kingdom,5/19/2020,147
United Kingdom,5/20/2020,149
United Kingdom,5/21/2020,151
United Kingdom,5/22/2020,151
United Kingdom,5/23/2020,152
United Kingdom,5/24/2020,154
United Kingdom,5/25/2020,154
United Kingdom,5/26/2020,154
United Kingdom,5/27/2020,157
United Kingdom,5/28/2020,158
United Kingdom,5/29/2020,161
United Kingdom,5/30/2020,169
United Kingdom,5/31/2020,170
United Kingdom,6/1/2020,170
United Kingdom,6/2/2020,172
United Kingdom,6/3/2020,173
United Kingdom,6/4/2020,173
United Kingdom,6/5/2020,174
United Kingdom,6/6/2020,175
United Kingdom,6/7/2020,176
United Kingdom,6/8/2020,176
United Kingdom,6/9/2020,176
United Kingdom,6/10/2020,176
United Kingdom,6/11/2020,176
United Kingdom,6/12/2020,176
United Kingdom,6/13/2020,176
United Kingdom,6/14/2020,176
United Kingdom,6/15/2020,176
United Kingdom,6/16/2020,176
United Kingdom,6/17/2020,176
United Kingdom,6/18/2020,176
United Kingdom,6/19/2020,176
United Kingdom,6/20/2020,176
United Kingdom,6/21/2020,176
United Kingdom,6/22/2020,176
United Kingdom,6/23/2020,176
United Kingdom,6/24/2020,176
United Kingdom,6/25/2020,176
United Kingdom,6/26/2020,176
United Kingdom,6/27/2020,177
United Kingdom,6/28/2020,177
United Kingdom,6/29/2020,177
United Kingdom,6/30/2020,177
United Kingdom,7/1/2020,178
United Kingdom,7/2/2020,178
United Kingdom,7/3/2020,178
United Kingdom,7/4/2020,178
United Kingdom,7/5/2020,179
United Kingdom,7/6/2020,179
United Kingdom,7/7/2020,179
United Kingdom,7/8/2020,179
United Kingdom,7/9/2020,180
United Kingdom,7/10/2020,180
United Kingdom,7/11/2020,180
United Kingdom,7/12/2020,180
United Kingdom,7/13/2020,180
United Kingdom,7/14/2020,180
United Kingdom,7/15/2020,180
United Kingdom,7/16/2020,180
United Kingdom,7/17/2020,180
United Kingdom,7/18/2020,180
United Kingdom,7/19/2020,180
United Kingdom,7/20/2020,180
United Kingdom,7/21/2020,180
United Kingdom,7/22/2020,182
United Kingdom,7/23/2020,184
United Kingdom,7/24/2020,184
United Kingdom,7/25/2020,185
United Kingdom,7/26/2020,185
United Kingdom,7/27/2020,185
United Kingdom,7/28/2020,186
United Kingdom,7/29/2020,186
United Kingdom,7/30/2020,187
United Kingdom,7/31/2020,187
United Kingdom,1/22/2020,0
United Kingdom,1/23/2020,0
United Kingdom,1/24/2020,0
United Kingdom,1/25/2020,0
United Kingdom,1/26/2020,0
United Kingdom,1/27/2020,0
United Kingdom,1/28/2020,0
United Kingdom,1/29/2020,0
United Kingdom,1/30/2020,0
United Kingdom,1/31/2020,0
United Kingdom,2/1/2020,0
United Kingdom,2/2/2020,0
United Kingdom,2/3/2020,0
United Kingdom,2/4/2020,0
United Kingdom,2/5/2020,0
United Kingdom,2/6/2020,0
United Kingdom,2/7/2020,0
United Kingdom,2/8/2020,0
United Kingdom,2/9/2020,0
United Kingdom,2/10/2020,0
United Kingdom,2/11/2020,0
United Kingdom,2/12/2020,0
United Kingdom,2/13/2020,0
United Kingdom,2/14/2020,0
United Kingdom,2/15/2020,0
United Kingdom,2/16/2020,0
United Kingdom,2/17/2020,0
United Kingdom,2/18/2020,0
United Kingdom,2/19/2020,0
United Kingdom,2/20/2020,0
United Kingdom,2/21/2020,0
United Kingdom,2/22/2020,0
United Kingdom,2/23/2020,0
United Kingdom,2/24/2020,0
United Kingdom,2/25/2020,0
United Kingdom,2/26/2020,0
United Kingdom,2/27/2020,0
United Kingdom,2/28/2020,0
United Kingdom,2/29/2020,0
United Kingdom,3/1/2020,0
United Kingdom,3/2/2020,0
United Kingdom,3/3/2020,0
United Kingdom,3/4/2020,0
United Kingdom,3/5/2020,0
United Kingdom,3/6/2020,0
United Kingdom,3/7/2020,0
United Kingdom,3/8/2020,0
United Kingdom,3/9/2020,0
United Kingdom,3/10/2020,0
United Kingdom,3/11/2020,0
United Kingdom,3/12/2020,0
United Kingdom,3/13/2020,0
United Kingdom,3/14/2020,0
United Kingdom,3/15/2020,0
United Kingdom,3/16/2020,0
United Kingdom,3/17/2020,0
United Kingdom,3/18/2020,0
United Kingdom,3/19/2020,0
United Kingdom,3/20/2020,1
United Kingdom,3/21/2020,1
United Kingdom,3/22/2020,5
United Kingdom,3/23/2020,13
United Kingdom,3/24/2020,23
United Kingdom,3/25/2020,23
United Kingdom,3/26/2020,25
United Kingdom,3/27/2020,29
United Kingdom,3/28/2020,32
United Kingdom,3/29/2020,42
United Kingdom,3/30/2020,49
United Kingdom,3/31/2020,60
United Kingdom,4/1/2020,68
United Kingdom,4/2/2020,95
United Kingdom,4/3/2020,114
United Kingdom,4/4/2020,126
United Kingdom,4/5/2020,127
United Kingdom,4/6/2020,139
United Kingdom,4/7/2020,150
United Kingdom,4/8/2020,158
United Kingdom,4/9/2020,190
United Kingdom,4/10/2020,201
United Kingdom,4/11/2020,226
United Kingdom,4/12/2020,228
United Kingdom,4/13/2020,242
United Kingdom,4/14/2020,254
United Kingdom,4/15/2020,256
United Kingdom,4/16/2020,284
United Kingdom,4/17/2020,291
United Kingdom,4/18/2020,297
United Kingdom,4/19/2020,298
United Kingdom,4/20/2020,300
United Kingdom,4/21/2020,307
United Kingdom,4/22/2020,307
United Kingdom,4/23/2020,307
United Kingdom,4/24/2020,308
United Kingdom,4/25/2020,308
United Kingdom,4/26/2020,308
United Kingdom,4/27/2020,308
United Kingdom,4/28/2020,309
United Kingdom,4/29/2020,313
United Kingdom,4/30/2020,315
United Kingdom,5/1/2020,316
United Kingdom,5/2/2020,320
United Kingdom,5/3/2020,321
United Kingdom,5/4/2020,325
United Kingdom,5/5/2020,326
United Kingdom,5/6/2020,327
United Kingdom,5/7/2020,329
United Kingdom,5/8/2020,329
United Kingdom,5/9/2020,329
United Kingdom,5/10/2020,330
United Kingdom,5/11/2020,330
United Kingdom,5/12/2020,331
United Kingdom,5/13/2020,332
United Kingdom,5/14/2020,332
United Kingdom,5/15/2020,334
United Kingdom,5/16/2020,335
United Kingdom,5/17/2020,335
United Kingdom,5/18/2020,335
United Kingdom,5/19/2020,335
United Kingdom,5/20/2020,336
United Kingdom,5/21/2020,336
United Kingdom,5/22/2020,336
United Kingdom,5/23/2020,336
United Kingdom,5/24/2020,336
United Kingdom,5/25/2020,336
United Kingdom,5/26/2020,336
United Kingdom,5/27/2020,336
United Kingdom,5/28/2020,336
United Kingdom,5/29/2020,336
United Kingdom,5/30/2020,336
United Kingdom,5/31/2020,336
United Kingdom,6/1/2020,336
United Kingdom,6/2/2020,336
United Kingdom,6/3/2020,336
United Kingdom,6/4/2020,336
United Kingdom,6/5/2020,336
United Kingdom,6/6/2020,336
United Kingdom,6/7/2020,336
United Kingdom,6/8/2020,336
United Kingdom,6/9/2020,336
United Kingdom,6/10/2020,336
United Kingdom,6/11/2020,336
United Kingdom,6/12/2020,336
United Kingdom,6/13/2020,336
United Kingdom,6/14/2020,336
United Kingdom,6/15/2020,336
United Kingdom,6/16/2020,336
United Kingdom,6/17/2020,336
United Kingdom,6/18/2020,336
United Kingdom,6/19/2020,336
United Kingdom,6/20/2020,336
United Kingdom,6/21/2020,336
United Kingdom,6/22/2020,336
United Kingdom,6/23/2020,336
United Kingdom,6/24/2020,336
United Kingdom,6/25/2020,336
United Kingdom,6/26/2020,336
United Kingdom,6/27/2020,336
United Kingdom,6/28/2020,336
United Kingdom,6/29/2020,336
United Kingdom,6/30/2020,336
United Kingdom,7/1/2020,336
United Kingdom,7/2/2020,336
United Kingdom,7/3/2020,336
United Kingdom,7/4/2020,336
United Kingdom,7/5/2020,336
United Kingdom,7/6/2020,336
United Kingdom,7/7/2020,336
United Kingdom,7/8/2020,336
United Kingdom,7/9/2020,336
United Kingdom,7/10/2020,336
United Kingdom,7/11/2020,336
United Kingdom,7/12/2020,336
United Kingdom,7/13/2020,336
United Kingdom,7/14/2020,336
United Kingdom,7/15/2020,336
United Kingdom,7/16/2020,336
United Kingdom,7/17/2020,336
United Kingdom,7/18/2020,336
United Kingdom,7/19/2020,336
United Kingdom,7/20/2020,336
United Kingdom,7/21/2020,336
United Kingdom,7/22/2020,336
United Kingdom,7/23/2020,336
United Kingdom,7/24/2020,336
United Kingdom,7/25/2020,336
United Kingdom,7/26/2020,336
United Kingdom,7/27/2020,336
United Kingdom,7/28/2020,336
United Kingdom,7/29/2020,336
United Kingdom,7/30/2020,336
United Kingdom,7/31/2020,336
United Kingdom,1/22/2020,0
United Kingdom,1/23/2020,0
United Kingdom,1/24/2020,0
United Kingdom,1/25/2020,0
United Kingdom,1/26/2020,0
United Kingdom,1/27/2020,0
United Kingdom,1/28/2020,0
United Kingdom,1/29/2020,0
United Kingdom,1/30/2020,0
United Kingdom,1/31/2020,0
United Kingdom,2/1/2020,0
United Kingdom,2/2/2020,0
United Kingdom,2/3/2020,0
United Kingdom,2/4/2020,0
United Kingdom,2/5/2020,0
United Kingdom,2/6/2020,0
United Kingdom,2/7/2020,0
United Kingdom,2/8/2020,0
United Kingdom,2/9/2020,0
United Kingdom,2/10/2020,0
United Kingdom,2/11/2020,0
United Kingdom,2/12/2020,0
United Kingdom,2/13/2020,0
United Kingdom,2/14/2020,0
United Kingdom,2/15/2020,0
United Kingdom,2/16/2020,0
United Kingdom,2/17/2020,0
United Kingdom,2/18/2020,0
United Kingdom,2/19/2020,0
United Kingdom,2/20/2020,0
United Kingdom,2/21/2020,0
United Kingdom,2/22/2020,0
United Kingdom,2/23/2020,0
United Kingdom,2/24/2020,0
United Kingdom,2/25/2020,0
United Kingdom,2/26/2020,0
United Kingdom,2/27/2020,0
United Kingdom,2/28/2020,0
United Kingdom,2/29/2020,0
United Kingdom,3/1/2020,0
United Kingdom,3/2/2020,0
United Kingdom,3/3/2020,0
United Kingdom,3/4/2020,0
United Kingdom,3/5/2020,0
United Kingdom,3/6/2020,0
United Kingdom,3/7/2020,0
United Kingdom,3/8/2020,0
United Kingdom,3/9/2020,0
United Kingdom,3/10/2020,0
United Kingdom,3/11/2020,0
United Kingdom,3/12/2020,0
United Kingdom,3/13/2020,0
United Kingdom,3/14/2020,0
United Kingdom,3/15/2020,0
United Kingdom,3/16/2020,0
United Kingdom,3/17/2020,0
United Kingdom,3/18/2020,1
United Kingdom,3/19/2020,1
United Kingdom,3/20/2020,1
United Kingdom,3/21/2020,1
United Kingdom,3/22/2020,1
United Kingdom,3/23/2020,1
United Kingdom,3/24/2020,1
United Kingdom,3/25/2020,1
United Kingdom,3/26/2020,5
United Kingdom,3/27/2020,5
United Kingdom,3/28/2020,5
United Kingdom,3/29/2020,5
United Kingdom,3/30/2020,5
United Kingdom,3/31/2020,5
United Kingdom,4/1/2020,5
United Kingdom,4/2/2020,5
United Kingdom,4/3/2020,6
United Kingdom,4/4/2020,6
United Kingdom,4/5/2020,6
United Kingdom,4/6/2020,6
United Kingdom,4/7/2020,9
United Kingdom,4/8/2020,9
United Kingdom,4/9/2020,9
United Kingdom,4/10/2020,9
United Kingdom,4/11/2020,9
United Kingdom,4/12/2020,9
United Kingdom,4/13/2020,11
United Kingdom,4/14/2020,11
United Kingdom,4/15/2020,11
United Kingdom,4/16/2020,11
United Kingdom,4/17/2020,11
United Kingdom,4/18/2020,11
United Kingdom,4/19/2020,11
United Kingdom,4/20/2020,11
United Kingdom,4/21/2020,11
United Kingdom,4/22/2020,11
United Kingdom,4/23/2020,11
United Kingdom,4/24/2020,11
United Kingdom,4/25/2020,11
United Kingdom,4/26/2020,11
United Kingdom,4/27/2020,11
United Kingdom,4/28/2020,11
United Kingdom,4/29/2020,11
United Kingdom,4/30/2020,11
United Kingdom,5/1/2020,11
United Kingdom,5/2/2020,11
United Kingdom,5/3/2020,11
United Kingdom,5/4/2020,11
United Kingdom,5/5/2020,11
United Kingdom,5/6/2020,11
United Kingdom,5/7/2020,11
United Kingdom,5/8/2020,11
United Kingdom,5/9/2020,11
United Kingdom,5/10/2020,11
United Kingdom,5/11/2020,11
United Kingdom,5/12/2020,11
United Kingdom,5/13/2020,11
United Kingdom,5/14/2020,11
United Kingdom,5/15/2020,11
United Kingdom,5/16/2020,11
United Kingdom,5/17/2020,11
United Kingdom,5/18/2020,11
United Kingdom,5/19/2020,11
United Kingdom,5/20/2020,11
United Kingdom,5/21/2020,11
United Kingdom,5/22/2020,11
United Kingdom,5/23/2020,11
United Kingdom,5/24/2020,11
United Kingdom,5/25/2020,11
United Kingdom,5/26/2020,11
United Kingdom,5/27/2020,11
United Kingdom,5/28/2020,11
United Kingdom,5/29/2020,11
United Kingdom,5/30/2020,11
United Kingdom,5/31/2020,11
United Kingdom,6/1/2020,11
United Kingdom,6/2/2020,11
United Kingdom,6/3/2020,11
